comment,majority_vote_final,index,clean_comment,bing_liu_label,sentiwordnet_label
"I feel like we’re going back to a time where Mercedes got stick for the Cars being less quality, but I feel now all new cars are going the same way",neutral,936,feel like go back time mercedes get stick car less quality but feel new car go way,Positive,Positive
"Matt, you’re really biased when it comes to BMW’s. That was unfair by far.",neutral,937,matt really bias come bmw unfair far,Negative,Positive
"I mean you can't compare the X5's drivetrain to the GLE since it's a normal 30d lol, not a M50d.",neutral,938,mean not compare x5 drivetrain gle since normal 30d lol not m50d,Neutral,Negative
Porsche looks dated,negative,939,porsche look date,Neutral,Positive
Which has the quietest cabin?,neutral,940,quiet cabin,Positive,Negative
Should’ve added a Range Rover to the video,neutral,941,added range rover video,Neutral,Neutral
I’m really excited for the X5.,positive,942,really excited x5,Positive,Positive
"I feel happy for the kids in future, coz these will be the old cars in there future �",positive,943,feel happy kid future coz old car future,Positive,Positive
Bmw must fire their body designers,neutral,944,bmw must fire body designer,Neutral,Neutral
30 grand on Options which in technology terms is not no people are just being charged for tech that they don’t really need it which doesn’t cost a lot of money,neutral,945,30 grand option technology term not no people charge tech not really need not cost lot money,Positive,Negative
I tell you what: None. These are all gross overweight and useless vehicles for the illiterates...,negative,946,tell none gross overweight useless vehicle illiterate,Negative,Negative
Who in there right mind would pay that much money for a car .,negative,947,right mind would pay much money car,Positive,Positive
And The new Jaguar f pace was not involved in this shocking,neutral,948,new jaguar f pace not involved shocking,Negative,Negative
Having VW but not Lexus there is an L,negative,949,vw but not lexus l,Neutral,Negative
Bmw loves carwow im sure �,positive,950,bmw love carwow sure,Positive,Positive
X5 M50D suposed to test .....,neutral,951,x5 m50d suposed test,Neutral,Positive
Seats are made from bull-sac not ball-sac ��,neutral,952,seat make bull sac not ball sac,Neutral,Negative
The oldest one been the better one say so much of the others,positive,953,old one good one say much others,Positive,Positive
None.....toyota,negative,954,none toyota,Neutral,Neutral
"So basically, for all the normal people in the world who actually need a car like this, the Audi is the best. Just get an M3 touring if you're looking for performance - But the Audi will do everything else plus Quattro �",positive,955,basically normal people world actually need car like audi best get m3 tour look performance but audi everything else plus quattro,Positive,Positive
Why is everyone talking about the 14 second mark on the video. I cant see shit thats funny,neutral,956,everyone talk 14 second mark video not see shit funny,Negative,Negative
A few years ago £90k was getting me a 4s or 63 AMG. This is nuts,negative,957,year ago 90k get 4 63 amg nut,Neutral,Negative
need a GLS if you want three good rows (without a heavily knees up position),neutral,958,need gls want three good row without heavily knee position,Positive,Positive
None of these cars are worth the price tag!,positive,959,none car worth price tag,Positive,Positive
Love these reviews. Porsche and Audi more reliable. BMW - just wait till it needs something fixed ��‍♂️,positive,960,love review porsche audi more reliable bmw wait till need something fix,Positive,Positive
"I tried BMw and nothing special, but infotainment is very very good. merc of course no, vw -audi- Porsche is same , but porsche is more satisfied but too much price.  But if I buy I will choose Porsche Cayenne GTS 4.0 engine",positive,961,tried bmw nothing special but infotainment very very good merc course no vw audi porsche but porsche more satisfied but much price but buy choose porsche cayenne gts 4 0 engine,Positive,Positive
The other cars had much more hp than the q7 thats not fair at all,neutral,962,car much more hp q7 not fair,Negative,Positive
"To the staff @carwow, you need to add the Volvo to these comparisons.",neutral,963,staff carwow need add volvo comparison,Neutral,Negative
Best won.,positive,964,best,Positive,Positive
Man i get paid quite nice but holy fuck i could and would not afford this shit.... for 100k i have arround 12321321321321321321332132 Cars i would rather buy,negative,965,man get pay quite nice but holy fuck could would not afford shit 100k arround 12321321321321321321332132 car would rather buy,Negative,Positive
"You should talk about brakes, Q7, Cayenne and Touareg have 6 piston caliper front brake and 4 piston caliper rear brake as standard whereas the rest needs option for that",neutral,966,talk brake q7 cayenne touareg 6 piston caliper front brake 4 piston caliper rear brake standard whereas rest need option,Neutral,Negative
Always BMW ❤,neutral,967,always bmw,Neutral,Neutral
"another bmw glazing video by mat... porsche is too expensive (luxury suvs video), q7 is meh looking (wtf?). the x5's handling really shines when the soccer mom of 3 takes it to the track...",negative,968,another bmw glaze video mat porsche expensive luxury suv video q7 meh look wtf x5 handle really shines soccer mom 3 take track,Neutral,Positive
Can u do the same but with jdm brands,neutral,969,but jdm brand,Neutral,Neutral
I really enjoyed the video. Rather hoped the Merc would win.,positive,970,really enjoy video rather hop merc would win,Positive,Positive
"I just saw a silly review of over priced VW's, ugly money pit (bmw) and horrendous reliability (Mercedes Benz) cars...",negative,971,saw silly review price vw ugly money pit bmw horrendous reliability mercedes benz car,Negative,Neutral
What is the brand of your sunglasses?,neutral,972,brand sunglass,Neutral,Neutral
Which one is Mr Blobby’s car?,neutral,973,one mr blobby car,Neutral,Neutral
Where is Lexus ?,neutral,974,lexus,Neutral,Neutral
"Couldn't get an X5 50e or M60i? Doesn't seem fair that its a base model, an underpowered one at that, and the others aren't.",negative,975,could not get x5 50e m60i not seem fair base model underpowered one others not,Neutral,Negative
Average price of these cars can't even buy a 1.3l Honda Jazz in Singapore �,negative,976,average price car not even buy 1 3l honda jazz singapore,Neutral,Negative
95k für so ein Auto... Sind die bescheuert ...übrigens das gesamte medianvermögen eines deutschen sind nur 68 000€,neutral,977,95k für ein auto sind die bescheuert übrigens das gesamte medianvermögen eines deutschen sind nur 68 000,Negative,Neutral
Tio Sake és tu?,neutral,978,tio sake és tu,Neutral,Neutral
"� ""Have they made it from Scrotum meat?"" 

That's enough internet for today I'm Done ���",neutral,979,make scrotum meat enough internet today do,Positive,Positive
"When the camera pans away and you see the person driving, it's not Matt. The guy has a moustache�. Maybe those shots were taken a different time",neutral,980,camera pan away see person drive not matt guy moustache maybe shot take different time,Negative,Negative
The last hybrid drag race the person who launched the GLE didn't launch it well it would have done better and i choose Mercedes all the way,positive,981,last hybrid drag race person launch gle not launch well would do well choose mercedes way,Positive,Neutral
Bruh why the fuck is that overpriced vw here its a mainstream brand not luxury,negative,982,bruh fuck overprice vw mainstream brand not luxury,Negative,Negative
Id get the Audi. Looks the best out of all cars here in my opinion. Not a fan of the new BMW and Mercedes designs. Especially BMW downgraded their looks by a lot,positive,983,id get audi look best car opinion not fan new bmw mercedes design especially bmw downgrade look lot,Neutral,Neutral
"Pointless expensive heavy cars
If you need an off roader buy a Land Cruiser
If you want luxury and space buy a large estate car",negative,984,pointless expensive heavy car need roader buy land cruiser want luxury space buy large estate car,Negative,Positive
Should be bmw v merc v 3 vws,neutral,985,bmw v merc v 3 vws,Neutral,Neutral
Cayenne’s front end is the ugliest part of that car ���,negative,986,cayenne front end ugly part car,Negative,Neutral
Audi mmi and climate control is a deal breaker.  Absolutely crap. Laggy and unresponsive.,negative,987,audi mmi climate control deal breaker absolutely crap laggy unresponsive,Negative,Negative
Shock. Matt says the BMW is the best even though he said it wasn't as good as the rest on many aspects compared to the others. #mattsonbmwspayroll,positive,988,shock matt say bmw best even though say not good rest many aspect compare others mattsonbmwspayroll,Negative,Negative
The Mercedes back seats needs the call to prayer sound track,neutral,989,mercedes back seat need call prayer sound track,Neutral,Neutral
"Mercedes could have done a lot more for the 2024 GLE facelift on the exterior and interior. That *cough cough* sac* leather looks cheap and needed to add items like Digital Key, a digital rearview mirror and added more interior ambient lighting elements.",negative,990,mercedes could do lot more 2024 gle facelift exterior interior cough cough sac leather look cheap need add item like digital key digital rearview mirror add more interior ambient lighting element,Neutral,Positive
Who would pay that for a Toureg?! Should have had a X5 40d or 50e. Haven't seen video yet.,negative,991,would pay toureg x5 40d 50e not see video yet,Neutral,Negative
I got myself an X5 50e plugin Hybrid a few months ago and it’s the best decision I’ve ever made.,positive,992,get x5 50e plugin hybrid month ago best decision ever make,Positive,Positive
Where is the Range Rover sport?,neutral,993,range rover sport,Neutral,Neutral
Who cares how the doors sound when it shut ���,positive,994,care door sound shut,Neutral,Neutral
Really AMAZING German SUV's just im gonna say ☝️اللهم أرزقنا ياالله,positive,995,really amazing german suv go say اللهم أرزقنا ياالله,Positive,Positive
"I’d like to see how the new Grand Cherokee holds up, given they charge similar pricing now",neutral,996,would like see new grand cherokee hold give charge similar pricing,Positive,Positive
Totally agree with almost everything,positive,997,totally agree almost everything,Neutral,Positive
"All BMW, Mercedes, Audi and Porsche look the same both inside and outside what on earth is this new trend? Oh well, cost saving!",negative,998,bmw mercedes audi porsche look inside outside earth new trend oh well cost saving,Positive,Positive
"The Audi Q8 won,  because.",positive,999,audi q8,Neutral,Neutral
Why did they remove the night vision part,neutral,1000,remove night vision part,Neutral,Neutral
"Easy: 
1) touareg - price/value
2) porsche - best quality from vw
3) bmw - not from vw
4) audi - expensive vw with better materials, but worse reliability 
5) MB - expensive piece of unreliable ***t so cheap �",neutral,1001,easy 1 touareg price value 2 porsche best quality vw 3 bmw not vw 4 audi expensive vw well material but bad reliability 5 mb expensive piece unreliable cheap,Negative,Positive
strange that BMW's win every time...lmao,negtaive,1002,strange bmw win every time lmao,Neutral,Positive
I will never choose anything over the x5,negative,1003,never choose anything x5,Neutral,Negative
